Name_of_Influencer,Insta_Handle,Q_Score,Followers,Avg_Likes,Avg_Views,Engagement_Ratio,Location,Categories
Surbhi Dhall | Indian Mom,surbhi.dhall,7.61,102.6k,1.1k,23.7k,1.11%,Bengaluru,Family and Parenting
Rakhee Vaswani,rakheevaswani,5.52,102.5k,123,2.9k,0.14%,Mumbai,Food and Drink
Ganesh Bagal,ganesh__bagal,7.94,102.5k,4.9k,9.1k,4.79%,Pune,Arts and Entertainment
Anirudh Thapa,thapa.42,8.46,102.3k,13k,15.7k,12.73%,Dehradun,Sports
CalicutFoodmaniac,calicut_foodmaniac,7.63,102.3k,1.4k,44.4k,1.39%,Kerala,Food and Drink
Inkhel.com,inkhel,7.78,102k,3k,19.6k,2.99%,Aizawl,Sports
BIG BOY TOYZ,jatinahuja_official,7.76,101.8k,2.8k,41.4k,2.80%,Gurgaon,Automotive
Surbhi Chanana,love_urbanutopia,4.62,101.7k,25,25.7k,0.06%,Delhi,Travel
Smrutisree Singh,smrutisreee,7.62,101.5k,1.2k,14.7k,1.24%,Angul,Food and Drink
AZAM IBRAHEEM ?,imazam_,3.84,101.4k,0,15.3k,0.03%,Lucknow,Health and Fitness
Digvijay Singh | Health Coach,Lifestyle,7.6,101.4k,1k,2.4k,1.00%,Mumbai,Health and Fitness
Vibsera : Vibhuti & Shivam,vibsera,5.34,101.1k,107,3.5k,0.12%,Delhi,Travel
Ankita Chandel | TCK |,theclichekitchen,6.25,101.1k,287,10.1k,0.29%,Delhi,Food and Drink
Hitesh Tekwani,hitesh__tekwani_,7.89,101.1k,4.2k,22.2k,4.26%,Ajmer,Lifestyle and Fashion
Satyajit Ghosh,isatyajitghosh,7.89,101k,4.3k,42.5k,4.31%,Kolkata,Sports
Vanitha VR,vanithavr,7.7,100.8k,2.2k,4.2k,2.21%,India,Sports
ChandigarhUniversity,chandigarhuniversity,7.62,100.8k,1.3k,4.3k,1.26%,Mohali,Technology
Appetizing_you By Saumya Arora,appetizing_you,8.7,100.7k,25.1k,31.2k,25.00%,Delhi,Food and Drink
Foodaholic,lifeunwind,7.65,100.5k,1.6k,578,1.63%,India,Food and Drink
Vishakha J Singh,vishakhasingh555,7.61,100.5k,1.1k,1.8k,1.13%,Mumbai,Business
India Food Network,indiafoodnetwork,4.48,100.4k,52,2.5k,0.05%,India,Food and Drink
Anish Kapur,delhidelites,6.17,100.4k,254,4.3k,0.26%,Delhi,Food and Drink
Aamir Dalvi,aamirdalvi,7.95,100.3k,4.8k,47.1k,4.96%,Mumbai,Arts and Entertainment
Ebadu Rahman,ebadurahmantech,6.58,100.3k,415,50.4k,0.42%,India,Technology
The Hungry Mumbaikar,thehungrymumbaikar,7.63,100.2k,1.4k,8.4k,1.40%,Mumbai,Food and Drink
Sheena Roy,sheenafit,7.68,100.1k,1.9k,39.4k,1.98%,Goa,Lifestyle and Fashion
Vinod Channa,thevinodchanna,5.72,100k,164,4.7k,0.17%,Mumbai,Arts and Entertainment
Iqbal Abdullah,iqqiabdullah,6.99,100k,612,2.7k,0.62%,Mumbai,Sports
Dr. Dimple,dimplethefoodblogger,7.13,99.9k,700,153.7k,0.71%,Delhi,Food and Drink
Jaffy Garg,Lifestyle,4.57,99.7k,0,7.3k,0.06%,Panchkula,Lifestyle and Fashion
American Tourister India,amtouristerin,7.4,99.7k,878,16.7k,0.88%,India,Travel
Shaheen Ali,spoonforkandfood,6.13,99.6k,235,2.2k,0.25%,India,Food and Drink
Deena Pinto,skinnygirldiariez,7.66,99.6k,1.7k,20.1k,1.71%,Bengaluru,Lifestyle and Fashion
Nupur Singh,thelazyinsomniac,7.92,99.5k,4.6k,0,4.72%,Mumbai,Lifestyle and Fashion
Manmeet Kaur,beautifulfoodie,7.66,99.4k,1.7k,20.3k,1.76%,Delhi,Food and Drink
Nisa Homey,nisahomey,7.48,99.2k,0.9k,39.7k,0.94%,Kerala,Food and Drink
Mitushi Ajmera,mitushi_ajmera,7.6,99.1k,842,3.2k,1.01%,Haryana,Health and Fitness
Mansi Rajani,mansirajani85,8.33,99.1k,9.2k,103.2k,9.35%,Noida,Family and Parenting
Delhifoodguide,delhifoodguide,6.91,99k,567,0,0.58%,New Delhi,Food and Drink
Jagdish Chaturvedi,drjagdishchatur,7.67,98.9k,1.8k,8.9k,1.90%,Bengaluru,Others
Chan Chandani Raat Mehrma ™?,chan_chandani_raat_mehrma,2,98.5k,0,0,0.00%,India,Technology
Yashas Narayan,yashasnarayan,7.79,98.4k,3.1k,10k,3.20%,Mysore,Photography
Ishna Batra,Lifestyle,6.81,98.2k,421,1.7k,0.52%,Mumbai,Family and Parenting
LeeMinHoLoversIndia,leeminho_lovers_india,7.01,97.9k,628,2.1k,0.65%,India,Sports
Fitness,alphayash,8.4,97.8k,10.3k,50.5k,10.66%,India,Health and Fitness
Alesia Raut,allylovesgym,6.1,97.8k,233,1.2k,0.25%,Mumbai,Health and Fitness
Roaleey Ryan,roaleeyryan,7.58,97.7k,1k,16.5k,1.01%,Mumbai,Lifestyle and Fashion
Photographers Of India,budding_photographers_of_india,6.47,97.5k,373,5.2k,0.39%,India,Arts and Entertainment
Ankita Jaiswal,soulfulsafarnama,6.85,97.3k,527,7.8k,0.55%,New Delhi,Travel
Harsh Baldev & Mihir Jariwala,feedmehyderabad,2,97.2k,0,0,0.00%,Hyderabad,Food and Drink
Priyanka Tiwari,priyankaatiwari,7.72,97.1k,2.3k,24.5k,2.46%,India,Food and Drink
Nishant Tomar,stylebyniks,7.82,97.1k,3.5k,14.4k,3.64%,Faridabad,Lifestyle and Fashion
Gupshup,aditishukla93,7.65,97.1k,1.6k,41.6k,1.72%,Sikar,Food and Drink
Hari Menon,harimenon4u,7.62,97k,1.2k,5k,1.30%,Kochi,Travel
Mumbai Nightlife,mumbai.nightlife,6.39,96.9k,346,13.8k,0.36%,Mumbai,Food and Drink
Nimarta Bindra,the_momster,7.65,96.7k,1.4k,51.2k,1.62%,Mumbai,Lifestyle and Fashion
Shilpa Kamdar,momandtoddlers,7.63,96.5k,1.4k,21.8k,1.46%,Mumbai,Family and Parenting
Travel,Travel,6.29,96.5k,308,3.8k,0.32%,New Delhi,Travel
Praval Sharma,sharmajitechnical,5.56,96.5k,142,3.2k,0.15%,India,Technology
Pakchikpak Raja Babu,haramiparindey,8.02,96.4k,5.7k,58k,5.96%,Pune,Technology
Akshat Shrivastava,akshat.world,7.78,96.4k,3.1k,7.3k,3.25%,India,Investment and Finance
Navin Kr. Vatsa,navinvatsa,7.93,96.3k,4.6k,2.1k,4.90%,India,Arts and Entertainment
BetterButter,_betterbutter_,5.51,96.3k,133,2.5k,0.14%,New Delhi,Food and Drink
Travel,Travel,4.4,96k,0,8.8k,0.05%,Mumbai,Travel
Dil Se Bhukkad,dilsebhukkad,2.8,95.5k,0,0,0.01%,Delhi,Food and Drink
Bhawna Pathak,bigtimefoodie,4.75,95.5k,66,565,0.08%,Delhi,Food and Drink
Manali Jain,manali_jain,3.44,95.4k,0,21.9k,0.02%,Mumbai,Lifestyle and Fashion
Lucky Lady,luckyladyblossom,6.94,95.3k,521,16.4k,0.62%,Mumbai,Family and Parenting
BeingMomtastic | Afsha,beingmomtastic,7.24,95.3k,658,30.4k,0.82%,Bengaluru,Family and Parenting
Bhaichung Bhutia,bhaichung15,7.84,95.2k,3.7k,11k,3.94%,Sikkim,Sports
Kabyashree Deka,foodieforeverandever23,7.69,95.2k,2.1k,13.1k,2.23%,Guwahati,Food and Drink
Foodies Of Bhubaneswar,foodies_of_bhubaneswar,7.67,95.1k,1.8k,14.7k,1.93%,Bhubaneswar,Food and Drink
ATUL PATIDAR,imatulpatidar,2,95.1k,0,465,0.00%,Indore,Lifestyle and Fashion
TechRadar,techradar,4.76,95.1k,72,1.5k,0.08%,India,Technology
Travel,Travel,7.01,95k,565,4.3k,0.67%,Haryana,Travel
Nidhi Chopra,innocent_hiccups,7.72,94.8k,2.4k,25.6k,2.58%,Ludhiana,Family and Parenting
Sugandh,theurbanfight,8.12,94.2k,6.9k,18.4k,7.33%,India,Arts and Entertainment
Sameer Bawa,spiceitupwithsam,2.4,93.9k,0,8.2k,0.01%,Delhi,Food and Drink
Marathi Sanmaan,marathisanmaan,5.26,93.7k,107,7.9k,0.12%,India,Sports
Travel,Travel,6.32,93.5k,321,9.4k,0.34%,Dehradun,Travel
Shubhangi Jain | Mom Blogger |,diaper_and_mommy,7.6,92.8k,1k,13.5k,1.09%,Mumbai,Family and Parenting
Mad Over Food | Bangalore,mad.over.f00d,6.57,92.7k,400,23.2k,0.45%,Bengaluru,Food and Drink
SHAILESHJAIPUR,nonvegfoodie,7.65,92.6k,1.6k,15.3k,1.76%,Rajasthan,Food and Drink
